sentence_id,sent,anno
2113,Ông C. là chồng của bệnh_nhân 981 .,O B-NAME O O O O B-PATIENT_ID O
2114,"CA BỆNH 1065 ( BN 1065 ) : bệnh_nhân nam , 41 tuổi , có địa_chỉ tại xã Tân_Lập , huyện Krông_Búk , tỉnh Đắk_Lắk .",O O B-PATIENT_ID O O B-PATIENT_ID O O O B-GENDER O B-AGE O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
2115,Hiện các mẫu xét_nghiệm đều cho kết_quả âm_tính với COVID - 19 .,O O O O O O O O O O O O O
2116,"Theo thông_tin từ Bệnh_viện Bệnh nhiệt_đới trung_ương , bệnh_nhân 28 tên Dixong_John_Garth , 74 tuổi , cùng vợ đến Việt_Nam du_lịch ngày 2 - 3 .",O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O B-PATIENT_ID O B-NAME O B-AGE O O O O O B-LOCATION O O B-DATE I-DATE I-DATE O
2117,"Đội lái_xe của Bộ_Tư_lệnh Thủ_đô vào Bệnh_viện Bạch_Mai để đưa người_nhà bệnh_nhân đi cách_ly tập_trung , ngày 28/3 .",O O O B-ORGANIZATION I-ORGANIZATION O B-LOCATION I-LOCATION O O O O O O O O O B-DATE O
2118,"Sức_khoẻ của Oanh bình_thường , không ho , không sốt .",O O B-NAME O O O O O O O O
2119,"Trong số 132 người_bệnh đang tiếp_tục điều_trị , có 30 người có kết_quả xét_nghiệm âm_tính 2 - 4 lần , trong đó có bệnh_nhân 21 N.Q.T. , bệnh_nhân số 23 , 26 ... , có 3 bệnh_nhân nặng , gồm bệnh_nhân 19 , bệnh_nhân 91 và bệnh_nhân 161 .",O O O O O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID B-NAME O O O B-PATIENT_ID O B-PATIENT_ID O O O O O O O O O B-PATIENT_ID O O B-PATIENT_ID O O B-PATIENT_ID O
2120,"Ngoài_ra , 125 trường_hợp F2 ( tiếp_xúc với F 1 ) cách_ly tại nhà ; và 207 trường_hợp F 3 .",O O O O O O O O O O O O O O O O O O O O O
2121,"Đến ngày 9 - 8 , bệnh_nhân đi khám và nhập_viện tại Bệnh_viện Thanh_Nhàn với chẩn_đoán viêm phổi nặng .",O O B-DATE I-DATE I-DATE O O O O O O O B-LOCATION I-LOCATION O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
2122,"Đây là ca bệnh thứ 17 ở Việt_Nam , chấm_dứt chuỗi 22 ngày cả nước không ghi_nhận bệnh_nhân mới .",O O O O O B-PATIENT_ID O B-LOCATION O O O O O O O O O O O O
2123,Ông là người thứ 11 ở Vĩnh_Phúc dương_tính nCoV .,O O O O O O B-LOCATION O O O
2124,"Ngày 17 - 3 , nước này đã ghi_nhận ca tử_vong thứ ba do COVID - 19 .",O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O
2125,"Ngày 21/7 , bệnh_nhân chuyển_tiếp đến Bệnh_viện Quốc_tế City , điều_trị tới ngày 27/7 , xác_định nhiễm nCoV thì được chuyển_tiếp sang Bệnh_viện Bệnh Nhiệt_đới để cách_ly , điều_trị Covid - 19 .",O B-DATE O O O O B-LOCATION I-LOCATION I-LOCATION O O O O B-DATE O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O
2126,"Bệnh_nhân được chẩn_đoán mắc Covid - 19 biến_chứng viêm phổi trên bệnh_nhân suy tim , bệnh tim thiếu máu cục_bộ .",O O O O O O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
2127,Đây là ca bệnh có liên_quan đến điểm dịch 36 Ngô_Quyền .,O O O O O O O O O B-LOCATION I-LOCATION O
2128,"Bộ Y_tế sáng 12/8 ghi_nhận thêm 3 ca dương_tính nCoV đều từ Nhật_Bản về nước , cách_ly tại Hải_Phòng ngay sau khi nhập_cảnh .",B-ORGANIZATION I-ORGANIZATION O B-DATE O O O O O O O O B-LOCATION O O O O O B-LOCATION O O O O O
2129,"Sau khi nhập_cảnh , được đưa đi cách_ly tại cơ_sở cách_ly tập_trung ở Thạch_Thất , Hà_Nội .",O O O O O O O O O O O O O B-LOCATION O B-LOCATION O
2130,Đến chiều 7 - 8 về nhà dì ruột cùng ở thị_trấn Nam_Sách đến sáng 10 - 8 .,O O B-DATE I-DATE I-DATE O O O O O O B-LOCATION I-LOCATION O O B-DATE I-DATE I-DATE O
2131,"Đầu_tiên là không_thể để Covid - 19 xảy ra trong những cộng_đồng yếu_thế như bệnh_nhân nặng đang điều_trị tại các bệnh_viện , những người cao_tuổi , bệnh_nhân mắc những bệnh_lý nền như bệnh tiểu_đường , suy thận .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
2132,Bệnh_nhân được hướng_dẫn tự cách_ly tại nhà .,O O O O O O O O
2133,"Theo thông_tin từ Bộ Y_tế , đến trưa 28 - 3 , 56 bệnh_nhân COVID - 19 đã có kết_quả xét_nghiệm âm_tính với virus SARS - CoV - 2 lần 1 trở lên , trong số này có 27 bệnh_nhân có kết_quả âm_tính lần 2 .",O O O B-ORGANIZATION I-ORGANIZATION O O O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2134,"Bác_sĩ Trương_Hữu_Khanh , chuyên_gia về bệnh truyền_nhiễm tại TP HCM , phân_tích "" bệnh_nhân 34 "" lây_nhiễm nhiều còn do tiếp_xúc gần với nhiều người trong giai_đoạn bắt_đầu triệu_chứng bệnh .",O O O O O O O O B-LOCATION I-LOCATION O O O O B-PATIENT_ID O O O O O O O O O O O O O O O O
2135,"1.600 mẫu bệnh_phẩm của y_bác_sĩ và bệnh_nhân tại Bệnh_viện đa_khoa tỉnh Quảng_Trị , kết_quả xét_nghiệm ngày 13/8 âm_tính nCoV .",O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O B-DATE O O O
2136,"Ba bệnh_nhân nặng , 416 , 418 và 431 , đều ở Đà_Nẵng , có bệnh nền .",O O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O O O B-LOCATION O O O O O
2137,"Đây là bệnh_nhân thứ 12 ghi_nhận từ chuyến bay này , trong đó có 10 người Anh , 2 người VN .",O O O O B-PATIENT_ID O O O O O O O O O O O O O O O O O
2138,"Trước thời_điểm CDC Đà_Nẵng thông_báo kết_quả dương_tính nCoV ngày 9/8 , chị đi chợ lần cuối tại chợ đầu_mối Hoà_Cường .",O O B-ORGANIZATION I-ORGANIZATION O O O O O B-DATE O O O O O O O B-LOCATION I-LOCATION I-LOCATION O
2139,"Từ ngày 13 - 3 , Bệnh_viện dã_chiến Củ_Chi đã có 3 phòng cách_ly áp_lực âm , dùng để cách_ly , điều_trị cho những người nghi nhiễm COVID - 19 có kết_quả dương_tính hoặc đang chờ xét_nghiệm lần 2 , không cần phải chuyển đến Bệnh_viện Bệnh nhiệt_đới TP. HCM như trước_đây .",O O B-DATE I-DATE I-DATE O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O
2140,"Hôm sau , y_tế quận đã gọi điện báo tin : cô nhiễm Covid - 19 .",O O O O O O O O O O O O O O O O O
2141,Đây là ca tử_vong đầu_tiên ở Việt_Nam liên_quan đến nCoV .,O O O O O O B-LOCATION O O O O
2142,"Hai ngày sau khi 64 nhân_viên y_tế của bệnh_viện phải cách_ly , ông Ánh cho biết mặc_dù toàn_bộ 17 người tiếp_xúc trực_tiếp ( F 1 ) với bệnh_nhân 243 đều đã có kết_quả âm_tính nhưng bệnh_viện vẫn phải cho toàn_bộ F1 và người tiếp_xúc với F1 cách_ly ( tổng_cộng 64 người ) trong 14 ngày , người_nhà của bệnh_nhân 241 cũng được cách_ly điều_trị tại khu_vực riêng_biệt .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O O O O O O O O
2143,"Cần điều_tra dịch_tễ những F1 , F2 , F3 và mở_rộng ra thêm trong vùng gần đó với điều_kiện là mới nhập_cảnh trong vòng 4 tuần kể từ 21/3 ( thời_điểm bệnh_nhân 243 xuất_hiện triệu_chứng ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATE O O O B-PATIENT_ID O O O O
2144,"Ngay sau khi phát_hiện 4 ca dương_tính , Đồng_Tháp đã quyết_định chuyển Trường Quân_sự tỉnh Đồng_Tháp từ khu cách_ly tập_trung thành bệnh_viện dã_chiến .",O O O O O O O O B-LOCATION O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O
2145,"7 hành_khách trên chuyến bay QR974 , 6 người liên_quan "" bệnh_nhân 34 "" , 18 người tiếp_xúc bệnh_nhân người Anh , có kết_quả âm_tính .",O O O O O B-TRANSPORTATION O O O O O O B-PATIENT_ID O O O O O O O O O O O O O
2146,"Trường_hợp thứ 3 mắc nhiều bệnh nền như suy thận mãn giai_đoạn cuối , xơ_gan , suy tim ... , hiện các thông_số tạm ổn_định , chưa phải chạy ECMO .",O O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O O O O O O O O O O
2147,Bệnh_nhân đang được điều_trị cách_ly tại Bệnh_viện Đà_Nẵng .,O O O O O O B-LOCATION I-LOCATION O
2148,"Cả nước còn 39 bệnh_nhân COVID - 19 đang tiếp_tục điều_trị , trong đó có 2 bệnh_nhân nặng là bệnh_nhân số 19 và 91 .",O O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O B-PATIENT_ID O
2149,""" Bệnh_nhân 449 "" tình_trạng nặng do nhiễm_trùng phổi , tiền_sử cao huyết_áp , sử_dụng corticoid trong thời_gian dài .",O O B-PATIENT_ID O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O O O O
2150,"Theo đó , qua quá_trình kiểm_tra yếu_tố dịch_tễ , đến thời_điểm hiện_tại ngành chức_năng tỉnh Thừa_Thiên_Huế đã cho cách_ly , lấy kết_quả xét_nghiệm 19 người tiếp_xúc gần ( trong phạm_vi 2 m ) với ca bệnh thứ 30 ở Huế .",O O O O O O O O O O O O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O B-LOCATION O
2151,"Trưa 2/8 , Bộ Y_tế xác_nhận "" bệnh_nhân 524 "" và 475 tử_vong , là ca tử_vong thứ 4 và thứ 5 trong bốn ngày qua .",O B-DATE O B-ORGANIZATION I-ORGANIZATION O O O B-PATIENT_ID O O B-PATIENT_ID O O O O O O O O O O O O O O O
2152,"Khi đó , bệnh_nhân 15 tuổi đã được chăm_sóc đặc_biệt tại một bệnh_viện ở Boa_Vista , thủ_phủ bang .",O O O O O O O O O O O O O O O O O O O
2153,""" Bệnh_nhân 100 "" , nam , 55 tuổi , địa_chỉ ở quận 8 , TP HCM .",O O B-PATIENT_ID O O B-GENDER O B-AGE O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
2154,"Ca bệnh 162 ( bệnh_nhân 162 ) : Bệnh_nhân nữ , 63 tuổi , con dâu bệnh_nhân 161 , ngụ tại Thượng_Thanh , Long_Biên , Hà_Nội .",O O B-PATIENT_ID O O B-PATIENT_ID O O O B-GENDER O B-AGE O O O O O B-PATIENT_ID O O O B-LOCATION O B-LOCATION O B-LOCATION O
2155,"Ngày 29 - 7 , Trung_tâm Kiểm_soát bệnh_tật ( CDC ) Nghệ_An cho biết sau khi điều_tra dịch_tễ đã xác_định được 27 người là F1 của bệnh_nhân 435 .",O B-DATE I-DATE I-DATE O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O O O O B-PATIENT_ID O
2156,"Ông Tạ_Nam_Chiến , chủ_tịch UBND quận Ba_Đình , cho biết anh D.Đ.P. thuê nhà ở phố Trúc_Bạch . "" Rất may số nhà này ở ngay cạnh số nhà bệnh_nhân N.H.N ở , địa_chỉ này cũng nằm trong khu_vực cách_ly , vì_vậy quận đã xác_minh nhân_khẩu trong số nhà này , đã cách_ly với toàn_bộ số người đã tiếp_xúc với tài_xế "" - ông Chiến cho biết .",O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O B-NAME O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O B-NAME O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2157,"Các ổ dịch từ bệnh_nhân 100 ( quận 8 , TPHCM ) , bệnh_nhân 34 ( Phan_Thiết , Bình_Thuận ) đang được các lực_lượng khoanh vùng , cách_ly và kiểm_tra y_tế với hàng trăm hộ dân , tiếp_tục rà_soát , sàng_lọc , phát_hiện sớm các trường_hợp nghi nhiễm .",O O O O O B-PATIENT_ID O B-LOCATION I-LOCATION O B-LOCATION O O O B-PATIENT_ID O B-LOCATION O B-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2158,"Ca bệnh 718 ( bệnh_nhân 718 ) : nữ , 67 tuổi , quê_quán Đà_Nẵng , đã tử_vong tối 5 - 8 , được xét_nghiệm khẳng_định dương_tính với SARS - CoV - 2 cuối giờ sáng 6 - 8 .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION O O O O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O B-DATE I-DATE I-DATE O
2159,"Sau thời_gian điều_trị , cả ba có kết_quả xét_nghiệm âm_tính ba đến bốn lần .",O O O O O O O O O O O O O O O
2160,"Trước đó , theo thông_tin từ Bộ Y_tế , bệnh_nhân 65 , ngụ tại quận Gò_Vấp , TP. HCM , có tiền_sử khoẻ_mạnh .",O O O O O O B-ORGANIZATION I-ORGANIZATION O O B-PATIENT_ID O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O
2161,Trong số 8 bệnh_nhân mới công_bố có nữ bệnh_nhân số 453 chạy thận nhân_tạo định_kỳ .,O O O O O O O B-GENDER O O B-PATIENT_ID O O O O O
2162,"Ca bệnh 1.000 ( bệnh_nhân 1.000 ) tại Khánh_Hoà : Nam , 33 tuổi , là chuyên_gia , quốc_tịch Philippines .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-LOCATION O B-GENDER O B-AGE O O O O O O O O
2163,"Những người này được cách_ly tập_trung ngay sau khi nhập_cảnh , tại Trung_đoàn 568 ( xã Đông_Quan , huyện Đông_Hưng , Thái_Bình ) .",O O O O O O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION O O
2164,Ông Nguyễn_Trí_Dũng - Giám_đốc Trung_tâm Kiểm_soát bệnh_tật TP. HCM thông_tin về hai bệnh_nhân 449 và 450 ở TP. HCM,O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O B-PATIENT_ID O B-PATIENT_ID O B-LOCATION I-LOCATION
2165,"Bệnh_nhân là người chăm_sóc người_thân tại Khoa_Thận - Tiết_niệu , Bệnh_viện Đà_Nẵng , là F1 của bệnh_nhân 469 .",O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O B-PATIENT_ID O
2166,"Tất_cả các bệnh_nhân COVID - 19 tại đây đều bắt_nguồn từ bệnh_nhân thứ 34 , phần_lớn là người_thân .",O O O O O O O O O O O O O B-PATIENT_ID O O O O O
2167,Phun thuốc khử_trùng tại nhà_trường hợp tiếp_xúc gần với bệnh_nhân T.V.D. ở Đà_Nẵng nghi nhiễm COVID - 19 .,O O O O O O O O O O B-NAME O B-LOCATION O O O O O O
2168,"Bốn người được công_bố khỏi tại Bệnh_viện Phổi Đà_Nẵng , gồm bệnh_nhân 493 , 703 , 617 và một ca nặng là 497 .",O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O O O O O B-PATIENT_ID O
2169,"Trước đó chiều_tối 1 - 8 , Ban Chỉ_đạo quốc_gia phòng_chống dịch COVID - 19 đã công_bố ghi_nhận 28 ca mắc mới , trong đó có bệnh_nhân 567 ( nữ , ngụ chung_cư Thái_An 2 , 602 Nguyễn_Văn_Quá , phường Đông_Hưng_Thuận , quận 12 , TP. HCM ) và bệnh_nhân 568 ( nữ , cư_trú tại quận 8 , TP. HCM ) .",O O O B-DATE I-DATE I-DATE O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O B-PATIENT_ID O B-GENDER O O B-LOCATION I-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O B-PATIENT_ID O B-GENDER O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O
2170,""" Bệnh_nhân 170 "" nam , 27 tuổi , ở Định_Hoá , huyện Kim_Sơn , tỉnh Ninh_Bình .",O O B-PATIENT_ID O B-GENDER O B-AGE O O O B-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
2171,Mẫu bệnh_phẩm được xét_nghiệm tại Viện Pasteur TP. HCM và kết_quả dương_tính với SARS - CoV - 2 vào chiều 18 - 3 .,O O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O B-DATE I-DATE I-DATE O
2172,"Người Đà_Nẵng đến TP HCM từ ngày 18/7 nếu có tiếp_xúc với "" bệnh_nhân 416 "" , 418 hoặc bệnh_nhân khác , phải cách_ly tập_trung tại các khu của quận_huyện và lấy mẫu xét_nghiệm .",O B-LOCATION O B-LOCATION I-LOCATION O O B-DATE O O O O O O B-PATIENT_ID O O B-PATIENT_ID O O O O O O O O O O O O O O O O O
2173,"Tại Quảng_Trị , bệnh_nhân 833 và 861 sau 6 lần liên_tiếp xét_nghiệm âm_tính nCoV , sức_khoẻ ổn_định , được xuất_viện chiều 1/9 .",O B-LOCATION O O B-PATIENT_ID O B-PATIENT_ID O O O O O O O O O O O O O O B-DATE O
2174,"Từ ngày 16 đến 20/7 , ông cùng người_thân trong gia_đình đi du_lịch tại Đà_Nẵng .",O O B-DATE O B-DATE O O O O O O O O O B-LOCATION O
2175,Thứ_trưởng Sơn cho biết hiện còn một_số bệnh_nhân nguy_cơ tử_vong do bệnh_lý nền nặng và tuổi cao .,O O O O O O O O O O O O O O O O O O
2176,"Tuy_nhiên , phương_án này là phương_án sau_cùng vì cách_ly , điều_trị trong nội_ô là trường_hợp bất_khả_kháng .",O O O O O O O O O O O O O O O O O
2177,"Nếu ai đó nghi nhiễm COVID - 19 mà có một trong hai hoặc cả hai triệu_chứng , thì khả_năng xét_nghiệm dương_tính cao hơn ít_nhất 20 lần so với chỉ triệu_chứng sốt hoặc ho_khan .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE O
2178,"Họ ghi_chú rằng bệnh_nhân "" đã ho suốt hai ngày , kèm khó thở "" .",O O O O O O B-SYMPTOM_AND_DISEASE O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O
2179,Cơ_quan_chức_năng đang điều_tra nguồn lây của bệnh_nhân này .,O O O O O O O O O
2180,Trong đó đặc_biệt có ca bệnh mới nhất 669 là trưởng khoa ung_bướu Bệnh_viện Đồng_Nai .,O O O O O O O O B-PATIENT_ID O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O
2181,"Chợ Tân_An là nơi "" bệnh_nhân 887 "" từng 3 lần đến mua hàng_phục_vụ đám giỗ , vào ngày 23/7 , 4 và 12/8 .",B-LOCATION I-LOCATION O O O O B-PATIENT_ID O O O O O O O O O O O O B-DATE O B-DATE O B-DATE O
2182,"Riêng với bệnh_nhân N.Q.T. , 61 tuổi , ở số 7 Nguyễn_Khắc_Nhu , phường Trúc_Bạch , đã cách_ly 116 người tiếp_xúc gần , và 324 người tiếp_xúc với người tiếp_xúc gần .",O O O B-NAME O B-AGE O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O
2183,"Với lịch_sử dịch_tễ như kể trên , có phải bệnh_nhân nhiễm_bệnh từ Đà_Nẵng khi đi dự đám_cưới ? .",O O O O O O O O O O O O B-LOCATION O O O O O O
2184,"Bảy bệnh_nhân nặng này là 416 , 418 , 428 , 431 , 436 , 437 , 438 .",O O O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O
2185,"Nữ bệnh_nhân số 453 , ở phường Mỹ_An , quận Ngũ_Hành_Sơn , TP Đà_Nẵng",B-GENDER O O B-PATIENT_ID O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION
2186,"Ngày 27 - 3 , Trung_tâm Y_tế huyện Nhà_Bè , TP. HCM lấy mẫu gửi Bệnh_viện Bệnh nhiệt_đới TP.HCM.",O B-DATE I-DATE I-DATE O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O B-LOCATION I-LOCATION O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION
2187,"Ngày 30 - 7 , bệnh_nhân được phát_hiện , đưa đi cách_ly , lấy mẫu xét_nghiệm tại Bệnh_viện quận 7 , kết_quả đều âm_tính .",O B-DATE I-DATE I-DATE O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O
2188,"Ngày 21 đến 24 - 7 , bệnh_nhân là F1 , cùng 5 người trong gia_đình ( bệnh_nhân 673 , 674 , 744 , 793 , 794 ) đi du_lịch Đà_Nẵng .",O B-DATE O B-DATE I-DATE I-DATE O O O O O O O O O O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O O O B-LOCATION O
2189,"- "" Bệnh_nhân 36 "" sau ba lần xét_nghiệm âm_tính được công_bố khỏi bệnh ngày 10/4 , tiếp_tục cách_ly 14 ngày tại một cơ_sở y_tế tập_trung của tỉnh Bình_Thuận .",O O O B-PATIENT_ID O O O O O O O O O O O B-DATE O O O O O O O O O O O B-LOCATION I-LOCATION O
2190,"Hiện_tại , bệnh_nhân đang được cách_ly và điều_trị tại Bệnh_viện Bệnh nhiệt_đới trung_ương cơ_sở 2 .",O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O
2191,"Trong khi đó , bệnh_nhân 19 đã ngưng tuần_hoàn tới ba lần .",O O O O O B-PATIENT_ID O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O
2192,"Nếu có biểu_hiện ho sốt phải báo cho cơ_sở khám_chữa bệnh , đồng_thời vận_động người cao_tuổi , bệnh nền nặng ở nhà , không ra ngoài khi không có việc cần_thiết .",O O O B-SYMPTOM_AND_DISEASE B-SYMPTOM_AND_DISEASE O O O O O O O O O O O O O O O O O O O O O O O O O O O
2193,"Ca bệnh 465 ( bệnh_nhân 465 ) : nữ , 29 tuổi , nhân_viên Bệnh_viện Đà_Nẵng .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION I-LOCATION O
2194,"Hiện bệnh_nhân được chuyển đến Bệnh_viện Phổi tỉnh Đồng_Nai cách_ly , theo_dõi với tình_trạng sức_khoẻ ổn , không triệu_chứng bệnh .",O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O
2195,"Bên cạnh đó , ghi_nhận bệnh_nhân số 17 ( đã đến Ý trước khi về Việt_Nam ) và bệnh_nhân số 20 lây_nhiễm từ bệnh_nhân số 17 có biểu_hiện viêm phổi rõ nét ( bao_gồm viêm phổi kẽ ) , biểu_hiện bệnh cũng nặng hơn so với bệnh_nhân đến từ Anh ( có triệu_chứng mờ_nhạt ) .",O O O O O O O B-PATIENT_ID O O O B-LOCATION O O O B-LOCATION O O O O B-PATIENT_ID O O O O B-PATIENT_ID O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O O O O O O O O O B-LOCATION O O O O O O
2196,""" Bệnh_nhân 748 "" , nữ , 54 tuổi , ở Quảng_Vinh , TP Sầm_Sơn , Thanh_Hoá , là F1 của "" bệnh_nhân 620 "" , liên_quan Đà_Nẵng .",O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION O B-LOCATION I-LOCATION O B-LOCATION O O O O O O B-PATIENT_ID O O O B-LOCATION O
2197,"Người_dân đi qua khu_vực bị phong_toả , nơi bệnh_nhân 71 tuổi sinh_sống , sáng 28/7 .",O O O O O O O O O O O O O O B-DATE O
2198,"Theo Bộ Y_tế , bệnh_nhân 52 tuổi đi chuyến bay TK 162 ngày 10 - 3 , hạ_cánh tại sân_bay Tân_Sơn_Nhất ( TP. HCM ) .",O B-ORGANIZATION I-ORGANIZATION O O B-PATIENT_ID O O O O B-TRANSPORTATION I-TRANSPORTATION O B-DATE I-DATE I-DATE O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O
2199,"Từ thực_tế trên , trưa 25/7 , ngay khi Đà_Nẵng ghi_nhận "" bệnh_nhân 416 "" - ca bệnh chấm_dứt 99 ngày Việt_Nam không xuất_hiện ca nhiễm trong cộng_đồng , chính_quyền Quảng_Nam nhanh_chóng triển_khai các biện_pháp phòng_dịch .",O O O O O B-DATE O O O B-LOCATION O O O B-PATIENT_ID O O O O O O O B-LOCATION O O O O O O O O B-LOCATION O O O O O O
2200,Mẫu lần hai được Bệnh_viện Đa_khoa tỉnh Ninh_Bình xét_nghiệm ngày 23/7 dương_tính .,O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O B-DATE O O
2201,"Khó_khăn của Bạch_Mai là khi lãnh_đạo thành_phố Hà_Nội ra quyết_định cách_ly tất_cả người liên_quan từ ngày 12/3 đến nay , toàn_bộ y_bác_sĩ bệnh_viện bị địa_phương "" coi như là bệnh_nhân dương_tính "" .",O O B-LOCATION O O O B-LOCATION I-LOCATION O O O O O O O O B-DATE O O O O O O O O O O O O O O O O
2202,"Ca ở Hà_Nội được ghi_nhận là "" bệnh_nhân 459 "" , nam , 76 tuổi , ở Hoàng_Hoa_Thám , Tây_Hồ , Hà_Nội .",O O B-LOCATION O O O O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION O B-LOCATION O B-LOCATION O
